performance_id,campaign_id,date,impressions,clicks,likes,comments,shares,conversions,revenue_generated
PERF_02354,CMP_077,2023-12-13,184334,14087.0,8861,1170,443,,477375.0
PERF_02355,CMP_705,2024-04-08,46187,4545.0,2581,501,115,27.0,270438.0
PERF_02356,CMP_957,2022-12-11,45072,4032.0,3695,185,126,109.0,
PERF_02357,CMP_099,2022-07-18,164911,18458.0,24294,1707,2323,30.0,146450.0
PERF_02358,CMP_325,2024-05-08,128736,15269.0,13533,2160,1271,440.0,58517.0
PERF_02359,CMP_295,2023-05-14,111483,13058.0,16092,2198,1236,358.0,0.0
PERF_02360,CMP_609,2023-11-19,193864,15315.0,4206,233,154,25.0,375548.0
PERF_02361,CMP_981,2023-01-24,40129,1368.0,1487,234,88,435.0,365617.0
PERF_02362,CMP_416,2023-02-22,64884,3310.0,2933,541,236,257.0,0.0
PERF_02363,CMP_984,2025-02-08,13329,730.0,952,48,94,29.0,416785.0
PERF_02364,CMP_100,2024-02-24,116335,7010.0,7708,1429,213,275.0,403603.0
PERF_02365,CMP_722,2022-05-29,180250,2256.0,7398,1033,393,452.0,390177.0
PERF_02366,CMP_354,2022-06-06,124122,5317.0,16443,922,1571,298.0,279337.0
PERF_02367,CMP_600,2022-05-26,32282,3675.0,768,66,74,277.0,36064.0
PERF_02368,CMP_662,2022-03-31,102475,5442.0,4058,252,363,480.0,0.0
PERF_02369,CMP_635,2023-05-01,4667,303.0,315,42,15,430.0,476744.0
PERF_02370,CMP_327,2022-12-10,121718,13990.0,16311,914,631,201.0,45099.0
PERF_02371,CMP_788,2023-09-12,135255,13317.0,9071,535,603,398.0,134554.0
PERF_02372,CMP_113,2024-09-08,172973,2418.0,25165,2736,898,156.0,99862.0
PERF_02373,CMP_220,2024-08-06,59908,4339.0,3875,369,264,85.0,68882.0
PERF_02374,CMP_435,2023-01-08,45287,2372.0,3459,605,93,495.0,0.0
PERF_02375,CMP_794,2024-04-14,108724,9045.0,15172,2440,1445,284.0,140751.0
PERF_02376,CMP_435,2022-12-28,40663,860.0,3533,448,321,20.0,259469.0
PERF_02377,CMP_491,2023-10-26,156744,17953.0,15721,2530,1484,75.0,380770.0
PERF_02378,CMP_330,2024-05-05,187440,3619.0,18388,2802,755,102.0,423050.0
PERF_02379,CMP_826,2023-12-11,36121,3222.0,5241,483,298,490.0,192697.0
PERF_02380,CMP_795,2024-10-06,16100,806.0,815,70,78,486.0,425105.0
PERF_02381,CMP_689,2025-04-15,21328,397.0,2740,485,170,207.0,0.0
PERF_02382,CMP_349,2023-06-18,97939,10282.0,11868,1288,892,345.0,174447.0
PERF_02383,CMP_107,2024-09-17,119890,6492.0,13496,2133,1339,369.0,473639.0
PERF_02384,CMP_234,2024-03-13,88950,10155.0,5947,511,295,241.0,143005.0
PERF_02385,CMP_392,2023-10-22,102360,11508.0,9960,1249,965,32.0,475975.0
PERF_02386,CMP_363,2024-07-16,34154,638.0,2207,232,138,,0.0
PERF_02387,CMP_313,2025-01-12,163090,18082.0,9756,615,461,389.0,75761.0
PERF_02388,CMP_193,2024-03-09,98311,7209.0,7041,1243,243,,8102.0
PERF_02389,CMP_516,2022-07-12,73399,1837.0,4978,784,492,136.0,
PERF_02390,CMP_214,2023-10-13,14799,1772.0,2130,314,142,126.0,83529.0
PERF_02391,CMP_573,2024-10-21,31498,1357.0,1926,185,149,28.0,217347.0
PERF_02392,CMP_554,2023-09-25,173434,16430.0,8564,1662,637,9.0,0.0
PERF_02393,CMP_255,2024-06-16,180898,16352.0,15274,1979,740,85.0,0.0
PERF_02394,CMP_673,2024-10-02,21814,1102.0,1993,127,188,143.0,110636.0
PERF_02395,CMP_762,2023-08-28,173475,7065.0,23681,2721,2189,408.0,141015.0
PERF_02396,CMP_967,2025-04-04,171521,18512.0,14535,971,516,494.0,340793.0
PERF_02397,CMP_646,2023-08-05,182272,12429.0,22521,4082,1928,113.0,
PERF_02398,CMP_694,2024-09-16,35617,2617.0,2565,252,89,239.0,0.0
PERF_02399,CMP_003,2022-08-15,17238,1396.0,449,73,34,417.0,231334.0
PERF_02400,CMP_981,2023-01-03,17484,222.0,2477,244,152,23.0,0.0
PERF_02401,CMP_281,2025-01-14,127837,,5517,381,246,163.0,444905.0
PERF_02402,CMP_325,2024-04-27,32435,1842.0,3196,268,210,405.0,0.0
PERF_02403,CMP_632,2022-02-18,105332,7183.0,10699,674,1064,465.0,0.0
PERF_02404,CMP_989,2024-01-20,52934,2730.0,3438,537,211,200.0,378930.0
PERF_02405,CMP_976,2024-08-10,158530,12830.0,15033,2174,883,126.0,378034.0
PERF_02406,CMP_652,2025-02-06,162315,7912.0,22094,3289,818,120.0,0.0
PERF_02407,CMP_275,2024-04-19,168755,14555.0,21247,1785,1471,457.0,319727.0
PERF_02408,CMP_871,2024-09-09,1373,57.0,179,27,15,400.0,410919.0
PERF_02409,CMP_521,2022-05-27,60113,1455.0,4509,284,216,17.0,49044.0
PERF_02410,CMP_766,2023-07-03,145500,17077.0,3771,294,258,403.0,401813.0
PERF_02411,CMP_058,2023-09-28,42522,4306.0,1955,109,41,63.0,53311.0
PERF_02412,CMP_452,2024-05-14,170032,17510.0,21606,2874,1975,285.0,332412.0
PERF_02413,CMP_214,2023-10-06,186096,3695.0,24503,3673,2140,222.0,400530.0
PERF_02414,CMP_899,2024-10-17,141019,14743.0,17107,2083,785,385.0,77099.0
PERF_02415,CMP_129,2024-09-20,57804,,8538,608,280,364.0,333786.0
PERF_02416,CMP_106,2025-04-03,198756,15267.0,10531,769,682,343.0,297785.0
PERF_02417,CMP_500,2023-07-03,189050,18853.0,28131,4070,977,375.0,213350.0
PERF_02418,CMP_348,2022-08-15,99835,3008.0,13527,2690,635,190.0,472973.0
PERF_02419,CMP_744,2022-05-31,64502,6556.0,6618,1047,590,125.0,0.0
PERF_02420,CMP_910,2022-11-12,31078,2128.0,1718,262,101,53.0,
PERF_02421,CMP_328,2025-04-17,176374,7880.0,23172,4459,1894,334.0,78855.0
PERF_02422,CMP_744,2022-05-25,174012,3113.0,21006,1600,1531,260.0,349111.0
PERF_02423,CMP_916,2022-08-22,61093,4447.0,6940,1030,353,160.0,
PERF_02424,CMP_841,2024-05-12,12805,637.0,674,41,22,320.0,194088.0
PERF_02425,CMP_930,2024-08-13,113228,13305.0,6204,382,504,344.0,225534.0
PERF_02426,CMP_537,2022-11-13,5432,394.0,582,79,29,108.0,237380.0
PERF_02427,CMP_008,2024-03-21,131194,6474.0,5776,702,115,70.0,0.0
PERF_02428,CMP_216,2022-10-01,114926,13492.0,12258,743,1095,254.0,0.0
PERF_02429,CMP_309,2023-09-02,40235,1763.0,5725,777,458,220.0,326218.0
PERF_02430,CMP_920,2025-03-02,122309,8380.0,12737,1412,831,267.0,39898.0
PERF_02431,CMP_958,2022-11-16,112768,7212.0,9348,579,637,394.0,230559.0
PERF_02432,CMP_648,2024-01-21,177934,16745.0,14207,1433,939,271.0,250117.0
PERF_02433,CMP_799,2025-01-13,143788,8086.0,7310,1064,267,323.0,472916.0
PERF_02434,CMP_310,2024-03-15,54219,1229.0,1730,286,80,96.0,0.0
PERF_02435,CMP_695,2025-04-27,177190,15904.0,16862,1690,651,74.0,0.0
PERF_02436,CMP_002,2022-08-13,154640,2724.0,20023,3327,1179,193.0,149262.0
PERF_02437,CMP_920,2025-03-09,75473,4739.0,8485,425,455,287.0,161521.0
PERF_02438,CMP_989,2024-02-01,143804,11963.0,11013,1212,724,303.0,163272.0
PERF_02439,CMP_031,2024-07-27,24337,1367.0,1123,206,60,17.0,174343.0
PERF_02440,CMP_984,2025-01-20,7043,385.0,464,71,26,19.0,203438.0
PERF_02441,CMP_364,2024-08-11,149123,8489.0,6597,789,173,451.0,341825.0
PERF_02442,CMP_489,2024-10-28,37006,,2568,252,61,189.0,377971.0
PERF_02443,CMP_781,2023-12-02,47988,2422.0,1646,212,93,345.0,158134.0
PERF_02444,CMP_945,2025-02-09,21542,2237.0,2150,402,149,286.0,401268.0
PERF_02445,CMP_022,2025-02-20,161359,8597.0,22580,2531,1236,152.0,396165.0
PERF_02446,CMP_407,2022-09-25,77587,7136.0,4652,412,120,459.0,64602.0
PERF_02447,CMP_171,2022-09-06,150260,16841.0,14512,2364,571,361.0,136517.0
PERF_02448,CMP_921,2022-09-23,152602,9094.0,7543,1373,680,135.0,0.0
PERF_02449,CMP_399,2023-09-05,39300,1363.0,3817,477,115,370.0,491303.0
PERF_02450,CMP_779,2024-01-04,151895,12697.0,13566,2246,838,439.0,53302.0
PERF_02451,CMP_084,2023-07-02,42338,905.0,890,163,58,66.0,0.0
PERF_02452,CMP_157,2024-02-11,31184,3263.0,3711,452,163,436.0,102038.0
PERF_02453,CMP_010,2024-02-05,166228,14640.0,12244,1230,1028,67.0,66882.0
PERF_02454,CMP_560,2023-01-12,65076,723.0,3854,520,338,195.0,78794.0
PERF_02455,CMP_556,2025-02-13,161153,5572.0,4367,236,400,447.0,72492.0
PERF_02456,CMP_370,2024-05-09,31093,1008.0,4113,411,211,182.0,312901.0
PERF_02457,CMP_575,2024-08-17,50889,2360.0,3249,492,187,1.0,226571.0
PERF_02458,CMP_771,2023-09-18,151382,11662.0,21612,1927,1055,152.0,365780.0
PERF_02459,CMP_574,2025-02-18,104952,5527.0,3253,271,206,189.0,0.0
PERF_02460,CMP_554,2023-09-23,78758,8500.0,3525,391,333,379.0,0.0
PERF_02461,CMP_301,2022-08-23,52092,2297.0,3024,271,110,55.0,0.0
PERF_02462,CMP_678,2023-02-01,174876,10419.0,16670,2094,1257,410.0,410694.0
PERF_02463,CMP_160,2022-11-26,142629,14467.0,3458,583,342,333.0,372115.0
PERF_02464,CMP_488,2022-08-12,150181,15714.0,10450,1435,250,,48013.0
PERF_02465,CMP_438,2022-10-29,174713,20432.0,13445,1249,769,,159386.0
PERF_02466,CMP_546,2022-03-07,84502,1388.0,4198,709,364,484.0,0.0
PERF_02467,CMP_521,2022-05-02,147560,11368.0,8328,904,287,384.0,458252.0
PERF_02468,CMP_553,2023-05-21,199908,5506.0,9222,1180,297,406.0,72456.0
PERF_02469,CMP_276,2024-10-31,36243,,3427,226,124,5.0,116060.0
PERF_02470,CMP_893,2023-01-25,67489,3705.0,5218,835,155,461.0,240229.0
PERF_02471,CMP_684,2024-05-02,3806,221.0,287,47,19,177.0,166249.0
PERF_02472,CMP_803,2024-03-05,197186,3200.0,11069,1168,271,,478225.0
PERF_02473,CMP_861,2025-02-25,193601,14324.0,23240,4006,782,14.0,376777.0
PERF_02474,CMP_204,2023-09-30,13233,317.0,773,46,75,297.0,418943.0
PERF_02475,CMP_012,2025-02-15,24820,1488.0,1022,76,85,149.0,0.0
PERF_02476,CMP_420,2024-01-21,16332,952.0,2192,245,189,338.0,243519.0
PERF_02477,CMP_954,2024-03-06,27631,2804.0,2263,329,134,422.0,56506.0
PERF_02478,CMP_699,2025-03-25,158475,17896.0,6937,621,353,327.0,282449.0
PERF_02479,CMP_606,2023-02-13,41392,4004.0,3352,242,202,476.0,0.0
PERF_02480,CMP_692,2024-12-03,84009,6373.0,10446,1438,783,197.0,280852.0
PERF_02481,CMP_873,2024-10-02,187806,7140.0,16137,2596,1545,248.0,99370.0
PERF_02482,CMP_630,2024-09-07,151314,14319.0,4527,352,137,44.0,63508.0
PERF_02483,CMP_206,2023-03-20,135614,1982.0,14998,2960,963,413.0,323012.0
PERF_02484,CMP_543,2023-10-05,176534,19559.0,25929,1584,2292,441.0,153750.0
PERF_02485,CMP_049,2022-05-15,10451,1021.0,1475,206,71,300.0,324617.0
PERF_02486,CMP_378,2025-01-12,183044,,17894,2868,1642,56.0,91525.0
PERF_02487,CMP_620,2022-05-14,38251,4191.0,5465,886,218,285.0,86747.0
PERF_02488,CMP_911,2024-05-24,95559,9965.0,3770,252,128,347.0,426149.0
PERF_02489,CMP_804,2023-01-06,155954,,10873,2106,1007,378.0,363993.0
PERF_02490,CMP_464,2023-06-23,52249,1685.0,3014,287,271,426.0,0.0
PERF_02491,CMP_789,2024-03-10,136938,8887.0,13406,2525,280,237.0,0.0
PERF_02492,CMP_255,2024-04-16,3706,387.0,369,39,22,178.0,0.0
PERF_02493,CMP_609,2023-12-30,83109,2563.0,9029,1124,631,462.0,224943.0
PERF_02494,CMP_505,2022-07-20,173473,5726.0,24839,3469,1125,119.0,238161.0
PERF_02495,CMP_074,2023-09-23,125299,5648.0,5283,986,345,8.0,465425.0
PERF_02496,CMP_544,2023-10-24,92564,6451.0,3557,500,79,188.0,487249.0
PERF_02497,CMP_131,2023-07-12,40559,3049.0,1428,140,127,475.0,115486.0
PERF_02498,CMP_593,2023-10-03,40750,3058.0,2487,372,165,119.0,
PERF_02499,CMP_272,2024-08-03,170280,9356.0,21705,3438,1587,488.0,227211.0
PERF_02500,CMP_235,2023-01-15,20922,980.0,1123,142,80,282.0,102990.0
PERF_02501,CMP_019,2023-12-11,190753,4152.0,20050,3289,465,139.0,447519.0
PERF_02502,CMP_957,2022-12-14,185647,19327.0,5263,770,179,77.0,0.0
PERF_02503,CMP_233,2023-12-30,20993,1069.0,1227,183,111,364.0,81558.0
PERF_02504,CMP_736,2024-11-29,115148,8034.0,10323,2051,452,4.0,0.0
PERF_02505,CMP_362,2022-12-19,29766,2035.0,1609,210,82,156.0,439919.0
PERF_02506,CMP_857,2022-07-02,12162,1184.0,524,99,48,254.0,275945.0
PERF_02507,CMP_557,2023-07-10,65107,6609.0,5709,949,552,326.0,496835.0
PERF_02508,CMP_800,2023-11-21,105672,9762.0,12760,865,699,66.0,346245.0
PERF_02509,CMP_796,2025-03-11,30305,2338.0,3422,394,108,38.0,9969.0
PERF_02510,CMP_072,2025-01-31,181925,3099.0,10362,1468,648,407.0,148537.0
PERF_02511,CMP_609,2023-12-27,128296,14515.0,17860,2415,1588,443.0,0.0
PERF_02512,CMP_400,2023-09-01,162217,9589.0,20650,2290,1419,,302658.0
PERF_02513,CMP_378,2025-01-07,171836,4759.0,19036,1268,1217,29.0,227487.0
PERF_02514,CMP_682,2023-09-09,108432,1334.0,11869,892,239,2.0,104131.0
PERF_02515,CMP_335,2023-11-18,43282,3000.0,1953,213,175,1.0,25333.0
PERF_02516,CMP_412,2024-02-14,48044,,6496,1200,415,0.0,291010.0
PERF_02517,CMP_964,2024-09-29,43425,4852.0,5624,800,409,289.0,33740.0
PERF_02518,CMP_816,2023-08-19,119253,6414.0,13198,984,746,223.0,450731.0
PERF_02519,CMP_654,2023-09-02,47480,4881.0,7078,573,635,312.0,353937.0
PERF_02520,CMP_739,2022-07-06,54437,1828.0,4511,834,120,172.0,464089.0
PERF_02521,CMP_750,2023-05-23,197619,19956.0,14292,1567,405,222.0,408356.0
PERF_02522,CMP_979,2024-01-24,1215,142.0,54,8,4,102.0,376860.0
PERF_02523,CMP_959,2024-02-16,26991,2268.0,3519,561,133,459.0,387491.0
PERF_02524,CMP_838,2024-01-26,191925,19993.0,17021,1681,1617,376.0,11372.0
PERF_02525,CMP_799,2024-12-12,127426,8184.0,4121,232,331,370.0,306136.0
PERF_02526,CMP_562,2022-05-22,2644,211.0,374,48,33,416.0,404871.0
PERF_02527,CMP_113,2024-08-24,163835,3934.0,16198,3133,475,470.0,59022.0
PERF_02528,CMP_145,2024-09-24,156561,8781.0,20496,3002,1297,153.0,261822.0
PERF_02529,CMP_232,2022-04-11,193524,16316.0,28794,4989,922,200.0,365868.0
PERF_02530,CMP_654,2023-09-24,140949,7370.0,5948,1073,392,48.0,0.0
PERF_02531,CMP_148,2024-03-03,54514,,4684,631,450,175.0,316801.0
PERF_02532,CMP_215,2022-12-18,176941,10239.0,18178,2992,1437,453.0,0.0
PERF_02533,CMP_522,2023-04-24,160338,1999.0,8795,1066,714,210.0,160652.0
PERF_02534,CMP_217,2022-04-08,115785,8469.0,8281,440,168,400.0,161953.0
PERF_02535,CMP_794,2024-06-13,179183,11608.0,16608,2538,1462,145.0,40462.0
PERF_02536,CMP_701,2024-03-19,51735,5085.0,6428,1138,186,236.0,440822.0
PERF_02537,CMP_171,2022-09-10,137049,15597.0,8858,972,589,413.0,200659.0
PERF_02538,CMP_682,2023-08-23,154165,10592.0,8398,818,700,85.0,270887.0
PERF_02539,CMP_986,2023-09-19,3598,165.0,151,26,14,83.0,241480.0
PERF_02540,CMP_468,2022-03-17,104994,5672.0,9646,1787,206,278.0,281306.0
PERF_02541,CMP_917,2023-03-15,94996,6384.0,11411,571,1029,293.0,459717.0
PERF_02542,CMP_306,2022-01-16,87476,5517.0,9331,1223,363,304.0,138317.0
PERF_02543,CMP_724,2022-06-13,28783,2039.0,2132,383,45,473.0,414297.0
PERF_02544,CMP_727,2024-06-19,4335,65.0,206,31,15,389.0,54384.0
PERF_02545,CMP_804,2023-01-11,157353,7733.0,7305,1363,701,198.0,293530.0
PERF_02546,CMP_299,2022-03-26,149198,4636.0,11484,1506,1005,150.0,299572.0
PERF_02547,CMP_925,2023-10-31,132767,12444.0,18430,3443,1332,271.0,218288.0
PERF_02548,CMP_057,2023-05-28,169490,16677.0,4077,589,148,190.0,65422.0
PERF_02549,CMP_863,2024-06-14,61535,2452.0,3595,691,144,307.0,23683.0
PERF_02550,CMP_343,2024-11-16,127864,5136.0,8257,935,761,205.0,197201.0
PERF_02551,CMP_018,2024-09-06,79874,9057.0,5520,927,166,165.0,321487.0
PERF_02552,CMP_918,2022-06-03,115344,12220.0,4360,827,355,94.0,95791.0
PERF_02553,CMP_897,2023-07-07,160642,1746.0,8139,1544,584,150.0,16413.0
PERF_02554,CMP_420,2024-01-07,131784,5772.0,18067,1726,778,402.0,314150.0
PERF_02555,CMP_948,2025-01-22,158491,9204.0,6687,1185,571,273.0,4201.0
PERF_02556,CMP_244,2022-12-09,22452,2618.0,1288,205,48,85.0,452859.0
PERF_02557,CMP_901,2023-03-01,15773,163.0,826,57,28,46.0,36646.0
PERF_02558,CMP_191,2024-03-31,124810,4499.0,15132,1081,1476,253.0,405960.0
PERF_02559,CMP_365,2025-03-15,141527,11418.0,16289,2323,1049,364.0,291530.0
PERF_02560,CMP_045,2024-07-27,45818,1370.0,4898,370,427,71.0,164907.0
PERF_02561,CMP_562,2022-05-13,107451,2441.0,9166,1130,634,229.0,0.0
PERF_02562,CMP_625,2024-07-03,14690,1001.0,1509,157,102,132.0,162090.0
PERF_02563,CMP_777,2024-11-25,124631,4403.0,8424,692,689,152.0,278308.0
PERF_02564,CMP_607,2023-06-09,195864,20340.0,11448,2003,1002,60.0,158433.0
PERF_02565,CMP_619,2023-05-04,121445,3878.0,6997,1295,253,170.0,268672.0
PERF_02566,CMP_804,2023-01-10,8939,307.0,323,26,8,403.0,0.0
PERF_02567,CMP_896,2022-02-14,63821,6433.0,5600,784,193,479.0,0.0
PERF_02568,CMP_158,2023-05-29,133652,9201.0,5715,1068,145,406.0,
PERF_02569,CMP_852,2024-08-21,52458,580.0,6690,770,302,32.0,
PERF_02570,CMP_081,2024-10-10,182275,7952.0,11387,1698,1071,373.0,426809.0
PERF_02571,CMP_172,2022-05-09,14107,298.0,1317,87,71,,147389.0
PERF_02572,CMP_040,2023-08-16,101012,6527.0,11674,1358,587,,209399.0
PERF_02573,CMP_700,2023-12-25,18119,2148.0,891,153,27,309.0,466913.0
PERF_02574,CMP_374,2023-02-21,165916,16147.0,8969,1667,217,300.0,415343.0
PERF_02575,CMP_503,2022-06-14,181746,2555.0,4774,665,225,116.0,279549.0
PERF_02576,CMP_062,2023-12-07,180243,15857.0,7441,1158,470,209.0,153310.0
PERF_02577,CMP_008,2024-02-16,45617,3720.0,3224,517,197,264.0,394783.0
PERF_02578,CMP_072,2025-03-11,190843,11519.0,13014,983,1208,189.0,467528.0
PERF_02579,CMP_640,2022-01-29,87138,6959.0,8211,1339,247,265.0,442758.0
PERF_02580,CMP_847,2025-04-09,14459,429.0,423,68,24,275.0,471388.0
PERF_02581,CMP_306,2022-01-18,37086,1591.0,3347,488,309,231.0,243285.0
PERF_02582,CMP_196,2024-07-31,87026,8055.0,7726,1447,316,168.0,415139.0
PERF_02583,CMP_208,2024-07-19,55030,3125.0,6541,483,651,267.0,0.0
PERF_02584,CMP_059,2023-06-30,191347,6494.0,4565,589,216,222.0,60809.0
PERF_02585,CMP_025,2024-09-24,22473,1653.0,2230,441,193,40.0,481476.0
PERF_02586,CMP_624,2024-02-07,152109,1711.0,19278,3097,1337,469.0,443347.0
PERF_02587,CMP_398,2022-03-15,28621,1688.0,2719,287,86,441.0,222752.0
PERF_02588,CMP_804,2023-01-11,55454,,6799,431,586,160.0,283308.0
PERF_02589,CMP_062,2023-11-10,198799,,28816,1492,2503,163.0,354021.0
PERF_02590,CMP_672,2023-08-01,6236,,223,30,18,40.0,0.0
PERF_02591,CMP_653,2025-04-11,33938,3523.0,5023,482,360,161.0,128585.0
PERF_02592,CMP_864,2024-07-14,12078,883.0,1325,131,83,51.0,377008.0
PERF_02593,CMP_622,2022-09-27,12197,502.0,340,23,12,236.0,37531.0
PERF_02594,CMP_269,2023-05-28,183756,17908.0,16358,1322,1318,71.0,42348.0
PERF_02595,CMP_475,2024-01-24,181933,8797.0,20682,2277,819,180.0,325367.0
PERF_02596,CMP_779,2023-12-25,185631,2001.0,11769,1156,1058,384.0,226549.0
PERF_02597,CMP_172,2022-03-16,97132,7733.0,5628,843,151,171.0,431131.0
PERF_02598,CMP_990,2023-10-10,63759,4738.0,5983,619,497,59.0,0.0
PERF_02599,CMP_030,2025-04-02,65513,3486.0,7091,399,217,260.0,
PERF_02600,CMP_022,2025-03-12,48634,2930.0,6379,840,342,392.0,215884.0
PERF_02601,CMP_898,2024-10-01,90945,10054.0,5306,680,266,130.0,429343.0
PERF_02602,CMP_199,2024-03-20,180033,9963.0,4418,290,441,236.0,170517.0
PERF_02603,CMP_845,2024-01-28,54670,2559.0,7292,1058,320,424.0,196719.0
PERF_02604,CMP_1000,2023-01-13,10823,333.0,1004,50,59,109.0,0.0
PERF_02605,CMP_140,2023-08-30,128560,7220.0,9627,1829,584,52.0,136876.0
PERF_02606,CMP_732,2024-03-05,71933,4306.0,6384,873,430,406.0,12328.0
PERF_02607,CMP_005,2024-06-02,108940,7981.0,2814,349,114,387.0,346650.0
PERF_02608,CMP_290,2023-03-01,150334,4375.0,12888,2120,544,314.0,402217.0
PERF_02609,CMP_399,2023-09-18,84860,7890.0,5565,992,216,425.0,
PERF_02610,CMP_118,2023-10-30,36595,3770.0,1318,118,47,328.0,423599.0
PERF_02611,CMP_297,2024-06-22,147787,17492.0,18111,2963,1578,420.0,378929.0
PERF_02612,CMP_089,2023-02-15,54240,2362.0,2553,320,157,33.0,108765.0
PERF_02613,CMP_235,2023-01-17,124179,7295.0,14549,2826,549,119.0,149879.0
PERF_02614,CMP_159,2022-05-03,118835,1370.0,6255,530,129,6.0,60096.0
PERF_02615,CMP_595,2023-02-12,51594,3425.0,5303,598,115,279.0,0.0
PERF_02616,CMP_456,2023-07-15,92404,3612.0,3852,215,157,335.0,453123.0
PERF_02617,CMP_371,2022-11-04,23280,1797.0,2657,274,151,,147537.0
PERF_02618,CMP_413,2024-10-18,6159,99.0,675,103,58,139.0,0.0
PERF_02619,CMP_741,2023-06-22,42827,1703.0,6411,551,410,38.0,0.0
PERF_02620,CMP_118,2023-10-30,188324,14646.0,6185,897,195,384.0,245116.0
PERF_02621,CMP_152,2022-03-13,154978,13997.0,14342,1041,734,130.0,302117.0
PERF_02622,CMP_999,2024-12-20,54657,1648.0,3744,744,327,406.0,0.0
PERF_02623,CMP_639,2024-12-30,4667,182.0,633,92,23,214.0,0.0
PERF_02624,CMP_113,2024-09-23,164016,2571.0,7383,792,402,352.0,27350.0
PERF_02625,CMP_220,2024-07-06,4145,109.0,298,45,10,478.0,409439.0
PERF_02626,CMP_862,2022-09-15,9335,703.0,1132,96,103,212.0,37741.0
PERF_02627,CMP_559,2023-02-27,95474,3019.0,13805,1898,287,238.0,165096.0
PERF_02628,CMP_015,2025-02-26,16710,343.0,862,86,72,494.0,0.0
PERF_02629,CMP_979,2024-03-10,57672,4480.0,1824,297,41,231.0,50033.0
PERF_02630,CMP_215,2022-11-27,54528,3787.0,3789,212,230,452.0,0.0
PERF_02631,CMP_862,2022-09-21,130922,3361.0,4659,795,187,445.0,406523.0
PERF_02632,CMP_412,2024-02-08,195899,10740.0,6767,841,443,280.0,
PERF_02633,CMP_099,2022-08-09,2648,158.0,158,17,15,74.0,399236.0
PERF_02634,CMP_673,2024-10-25,77843,8115.0,10974,765,536,47.0,9072.0
PERF_02635,CMP_920,2025-01-28,90737,2714.0,12565,1136,334,488.0,492005.0
PERF_02636,CMP_903,2022-11-25,192476,2285.0,10645,1716,592,431.0,95526.0
PERF_02637,CMP_718,2022-03-29,162749,,17523,1981,1227,161.0,0.0
PERF_02638,CMP_887,2023-12-29,124292,6834.0,13013,1827,572,285.0,0.0
PERF_02639,CMP_691,2022-11-08,36110,1434.0,2341,360,156,179.0,0.0
PERF_02640,CMP_623,2023-10-15,35449,766.0,3358,223,323,274.0,442237.0
PERF_02641,CMP_605,2024-02-12,45755,4511.0,4130,457,332,146.0,421653.0
PERF_02642,CMP_618,2024-01-09,109429,4167.0,10098,1703,935,263.0,67533.0
PERF_02643,CMP_428,2023-09-25,122532,6338.0,3387,174,210,159.0,13391.0
PERF_02644,CMP_313,2025-02-04,197398,6983.0,25012,3342,677,289.0,0.0
PERF_02645,CMP_205,2022-07-08,129632,5454.0,16855,1173,926,22.0,
PERF_02646,CMP_205,2022-09-09,53848,2866.0,7810,1123,677,402.0,
PERF_02647,CMP_882,2024-03-28,142644,5647.0,10957,1285,1052,258.0,118441.0
PERF_02648,CMP_223,2024-07-20,108536,4888.0,8261,596,730,86.0,0.0
PERF_02649,CMP_051,2022-11-23,53245,4886.0,4468,852,142,7.0,173413.0
PERF_02650,CMP_907,2022-03-17,55561,5208.0,1125,59,71,192.0,153929.0
PERF_02651,CMP_624,2024-03-04,188253,,14861,2066,1025,1.0,300754.0
PERF_02652,CMP_597,2023-07-26,149931,17979.0,5363,363,449,11.0,449724.0
PERF_02653,CMP_509,2023-11-25,25207,1318.0,2971,428,254,71.0,106665.0
PERF_02654,CMP_541,2022-03-10,120733,11063.0,11548,1498,945,372.0,376579.0
PERF_02655,CMP_690,2023-07-16,12725,670.0,1150,183,50,,495300.0
PERF_02656,CMP_141,2022-10-03,112478,7063.0,6022,522,144,471.0,442008.0
PERF_02657,CMP_905,2022-07-09,136017,5509.0,6594,759,601,370.0,234659.0
PERF_02658,CMP_397,2024-10-14,26197,,813,51,55,330.0,136862.0
PERF_02659,CMP_375,2022-07-03,132399,3385.0,12516,2136,400,9.0,137196.0
PERF_02660,CMP_219,2025-03-15,18934,945.0,1176,100,62,15.0,197640.0
PERF_02661,CMP_308,2022-09-18,160176,12124.0,9104,1671,381,207.0,78736.0
PERF_02662,CMP_272,2024-07-28,26032,428.0,987,179,76,414.0,0.0
PERF_02663,CMP_304,2023-05-09,142315,15672.0,15588,1135,483,113.0,313718.0
PERF_02664,CMP_367,2023-01-01,1295,34.0,175,12,10,256.0,
PERF_02665,CMP_465,2024-07-05,181571,8302.0,6840,575,636,326.0,216789.0
PERF_02666,CMP_752,2023-09-30,42882,4914.0,2096,417,44,150.0,0.0
PERF_02667,CMP_577,2023-05-09,25825,3077.0,2396,169,182,54.0,360985.0
PERF_02668,CMP_202,2023-12-16,19204,1519.0,2347,460,111,9.0,455178.0
PERF_02669,CMP_182,2023-04-30,30995,3321.0,865,121,32,,13337.0
PERF_02670,CMP_929,2022-09-21,23348,561.0,1202,85,32,45.0,391928.0
PERF_02671,CMP_305,2022-07-02,53560,6330.0,1956,313,183,218.0,0.0
PERF_02672,CMP_379,2022-04-12,33792,447.0,4649,892,359,5.0,226120.0
